EventID,event_name,SampleID,sample,tblSampleID,ices_area,fao_code,catch_date,age,length,weight,maturity,sex,prep_method,stock,reader_number,expertise,country,institute,iso_code,reader,AnnotationID,FishID,IsApproved,strata,AQ_Score,Edge,Nucleus,Comment,tblSmartImageID,ImageName
514,IMR mackerel age reading (internal),38006_04,87154,121095,27.2.a,27.2.a,15/01/2021 00:00:00,2,265,130,,F,Whole in Entellan,mac.27.nea,20,1,NORWAY,,NO,R20 NO,694250,38006_04,1,27.2.a,AQ1,,,,87154,38006_04.jpg
514,IMR mackerel age reading (internal),38006_10,87160,121101,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,138,,F,Whole in Entellan,mac.27.nea,4,1,NORWAY,,NO,R04 NO,671073,38006_10,1,27.2.a,AQ1,,,,87160,38006_10.jpg
514,IMR mackerel age reading (internal),38006_10,87160,121101,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,138,,F,Whole in Entellan,mac.27.nea,6,1,NORWAY,,NO,R06 NO,671264,38006_10,1,27.2.a,AQ1,,,,87160,38006_10.jpg
514,IMR mackerel age reading (internal),38006_10,87160,121101,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,138,,F,Whole in Entellan,mac.27.nea,8,1,NORWAY,,NO,R08 NO,704336,38006_10,1,27.2.a,AQ1,,,,87160,38006_10.jpg
514,IMR mackerel age reading (internal),38006_10,87160,121101,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,138,,F,Whole in Entellan,mac.27.nea,10,1,NORWAY,,NO,R10 NO,686441,38006_10,1,27.2.a,AQ1,,,,87160,38006_10.jpg
514,IMR mackerel age reading (internal),38006_10,87160,121101,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,138,,F,Whole in Entellan,mac.27.nea,12,1,NORWAY,,NO,R12 NO,698608,38006_10,1,27.2.a,AQ1,,,,87160,38006_10.jpg
514,IMR mackerel age reading (internal),38006_10,87160,121101,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,138,,F,Whole in Entellan,mac.27.nea,14,1,NORWAY,,NO,R14 NO,702853,38006_10,1,27.2.a,AQ1,,,,87160,38006_10.jpg
514,IMR mackerel age reading (internal),38006_10,87160,121101,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,138,,F,Whole in Entellan,mac.27.nea,16,1,NORWAY,,NO,R16 NO,728153,38006_10,1,27.2.a,AQ1,,,,87160,38006_10.jpg
514,IMR mackerel age reading (internal),38006_10,87160,121101,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,138,,F,Whole in Entellan,mac.27.nea,18,1,NORWAY,,NO,R18 NO,706692,38006_10,1,27.2.a,AQ1,,,,87160,38006_10.jpg
514,IMR mackerel age reading (internal),38006_10,87160,121101,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,138,,F,Whole in Entellan,mac.27.nea,20,1,NORWAY,,NO,R20 NO,694427,38006_10,1,27.2.a,AQ1,,,,87160,38006_10.jpg
514,IMR mackerel age reading (internal),38006_08,87158,121099,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,142,,M,Whole in Entellan,mac.27.nea,4,1,NORWAY,,NO,R04 NO,671079,38006_08,1,27.2.a,AQ1,,,,87158,38006_08.jpg
514,IMR mackerel age reading (internal),38006_08,87158,121099,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,142,,M,Whole in Entellan,mac.27.nea,6,1,NORWAY,,NO,R06 NO,671270,38006_08,1,27.2.a,AQ1,,,,87158,38006_08.jpg
